fragment1,fragment2,cloneType,lineSimilarity
"|project://assignment2/data/large/100171.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/12148.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/31722.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/105863.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(17564,845,<492,4>,<515,5>)","|project://assignment2/data/large/1109590.java|(2648,388,<76,4>,<87,5>)",type3(),75
"|project://assignment2/data/large/104755.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/46050.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/32955.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/12148.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/126904.java|(33046,859,<706,4>,<731,5>)","|project://assignment2/data/large/1098324.java|(32811,868,<712,4>,<737,5>)",type3(),82
"|project://assignment2/data/large/1109590.java|(17564,845,<492,4>,<515,5>)","|project://assignment2/data/large/1109590.java|(28200,866,<804,4>,<829,5>)",type3(),76
"|project://assignment2/data/large/1560483.java|(28180,851,<624,4>,<649,5>)","|project://assignment2/data/large/1098324.java|(31954,851,<685,4>,<710,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(29037,868,<651,4>,<676,5>)","|project://assignment2/data/large/2599719.java|(33634,868,<735,4>,<760,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(37450,1184,<843,4>,<877,5>)","|project://assignment2/data/large/1560483.java|(32486,1184,<746,4>,<780,5>)",type2(),100
"|project://assignment2/data/large/70893.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/10993.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(21437,3300,<424,4>,<509,5>)","|project://assignment2/data/large/925397.java|(22073,3388,<435,4>,<520,5>)",type3(),98
"|project://assignment2/data/large/57055.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/48890.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/31722.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/57755.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(11363,403,<305,4>,<315,5>)","|project://assignment2/data/large/1109590.java|(23542,411,<658,4>,<669,5>)",type3(),75
"|project://assignment2/data/large/126904.java|(38581,1191,<864,4>,<898,5>)","|project://assignment2/data/large/126904.java|(37384,1191,<828,4>,<862,5>)",type2(),100
"|project://assignment2/data/large/2560904.java|(3212,455,<109,4>,<121,5>)","|project://assignment2/data/large/75612.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/61962.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/32798.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/47340.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/32955.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(28180,851,<624,4>,<649,5>)","|project://assignment2/data/large/925397.java|(34084,859,<724,4>,<749,5>)",type1(),100
"|project://assignment2/data/large/2560904.java|(2841,365,<96,4>,<107,5>)","|project://assignment2/data/large/10640.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/6000.java|(805,1348,<27,4>,<46,5>)","|project://assignment2/data/large/95809.java|(805,1348,<27,4>,<46,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(33629,868,<735,4>,<760,5>)","|project://assignment2/data/large/2430560.java|(32760,851,<708,4>,<733,5>)",type3(),82
"|project://assignment2/data/large/1802351.java|(12373,765,<193,4>,<213,5>)","|project://assignment2/data/large/126904.java|(12460,769,<191,4>,<211,5>)",type1(),100
"|project://assignment2/data/large/46050.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/48890.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(29037,868,<651,4>,<676,5>)","|project://assignment2/data/large/925397.java|(34949,876,<751,4>,<776,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(33975,868,<751,4>,<776,5>)","|project://assignment2/data/large/925397.java|(34084,859,<724,4>,<749,5>)",type3(),82
"|project://assignment2/data/large/1966020.java|(33118,851,<724,4>,<749,5>)","|project://assignment2/data/large/209298.java|(32774,876,<701,4>,<726,5>)",type3(),82
"|project://assignment2/data/large/75612.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/105863.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(40414,1328,<942,8>,<974,9>)","|project://assignment2/data/large/2481579.java|(40630,1328,<961,8>,<993,9>)",type1(),100
"|project://assignment2/data/large/111245.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/130814.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/126904.java|(27952,1625,<562,4>,<603,5>)","|project://assignment2/data/large/2430560.java|(27704,1615,<564,4>,<605,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(41740,2589,<976,8>,<1042,9>)","|project://assignment2/data/large/2481579.java|(41968,2797,<995,8>,<1069,9>)",type3(),82
"|project://assignment2/data/large/1802351.java|(33629,868,<735,4>,<760,5>)","|project://assignment2/data/large/2430560.java|(33617,868,<735,4>,<760,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(47604,1647,<1143,8>,<1183,9>)","|project://assignment2/data/large/209298.java|(46934,1658,<1111,8>,<1151,9>)",type1(),100
"|project://assignment2/data/large/1109590.java|(30075,477,<857,4>,<868,5>)","|project://assignment2/data/large/1109590.java|(23094,442,<645,4>,<656,5>)",type3(),83
"|project://assignment2/data/large/130398.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/31722.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(43590,838,<1010,8>,<1030,9>)","|project://assignment2/data/large/1802351.java|(44333,827,<1043,8>,<1063,9>)",type1(),100
"|project://assignment2/data/large/32955.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/23336.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(29804,1973,<634,4>,<685,5>)","|project://assignment2/data/large/1966020.java|(29989,1982,<635,4>,<686,5>)",type3(),97
"|project://assignment2/data/large/1966020.java|(12610,765,<205,4>,<225,5>)","|project://assignment2/data/large/126904.java|(12460,769,<191,4>,<211,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(32811,868,<712,4>,<737,5>)","|project://assignment2/data/large/1966020.java|(33975,868,<751,4>,<776,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(35898,1162,<799,4>,<828,5>)","|project://assignment2/data/large/1560483.java|(31318,1162,<715,4>,<744,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(32774,876,<701,4>,<726,5>)","|project://assignment2/data/large/1098324.java|(31954,851,<685,4>,<710,5>)",type3(),82
"|project://assignment2/data/large/2560904.java|(2406,429,<82,4>,<94,5>)","|project://assignment2/data/large/48890.java|(3291,431,<99,4>,<111,5>)",type2(),100
"|project://assignment2/data/large/1560483.java|(20146,2966,<427,4>,<478,5>)","|project://assignment2/data/large/209298.java|(23819,2990,<477,4>,<528,5>)",type1(),100
"|project://assignment2/data/large/31722.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/10993.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/57755.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/12148.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(29574,495,<844,4>,<855,5>)","|project://assignment2/data/large/1109590.java|(2648,388,<76,4>,<87,5>)",type3(),75
"|project://assignment2/data/large/130398.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/41662.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/130814.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/58954.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/101851.java|(2268,3822,<90,4>,<172,5>)","|project://assignment2/data/large/111245.java|(2268,3822,<90,4>,<172,5>)",type1(),100
"|project://assignment2/data/large/70893.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/57755.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/45886.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/12148.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/48890.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/100171.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/48890.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/32955.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/47340.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/31722.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/89548.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/103968.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/100171.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/32955.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(40402,1328,<942,8>,<974,9>)","|project://assignment2/data/large/1966020.java|(40824,1328,<962,8>,<994,9>)",type1(),100
"|project://assignment2/data/large/10640.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/46050.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/111245.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/43963.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/2126013.java|(3749,822,<112,4>,<127,5>)","|project://assignment2/data/large/2126013.java|(6839,589,<192,4>,<207,5>)",type3(),81
"|project://assignment2/data/large/2560904.java|(3212,455,<109,4>,<121,5>)","|project://assignment2/data/large/70893.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/75612.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/41662.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/41662.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/75612.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/45886.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/14833.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/75612.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/31722.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(38678,1184,<886,4>,<920,5>)","|project://assignment2/data/large/209298.java|(36247,1191,<796,4>,<830,5>)",type2(),100
"|project://assignment2/data/large/47340.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/100171.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(32842,1236,<688,4>,<722,5>)","|project://assignment2/data/large/2481579.java|(31783,1135,<687,4>,<721,5>)",type3(),92
"|project://assignment2/data/large/57755.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/14833.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(31631,1135,<672,4>,<706,5>)","|project://assignment2/data/large/2430560.java|(31619,1135,<672,4>,<706,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(41938,1298,<956,8>,<987,9>)","|project://assignment2/data/large/1098324.java|(39596,1328,<919,8>,<951,9>)",type3(),91
"|project://assignment2/data/large/31722.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/41662.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(23118,1615,<480,4>,<521,5>)","|project://assignment2/data/large/1802351.java|(27710,1615,<564,4>,<605,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(14541,2645,<257,4>,<305,5>)","|project://assignment2/data/large/1560483.java|(9712,2639,<161,4>,<209,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(23094,442,<645,4>,<656,5>)","|project://assignment2/data/large/1109590.java|(30075,477,<857,4>,<868,5>)",type3(),83
"|project://assignment2/data/large/57055.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/23336.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/97910.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/45886.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/58954.java|(2268,3822,<90,4>,<172,5>)","|project://assignment2/data/large/103968.java|(2268,3822,<90,4>,<172,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(33617,868,<735,4>,<760,5>)","|project://assignment2/data/large/925397.java|(34949,876,<751,4>,<776,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(37488,1184,<850,4>,<884,5>)","|project://assignment2/data/large/2599719.java|(37083,1184,<830,4>,<864,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(21803,526,<609,4>,<622,5>)","|project://assignment2/data/large/1109590.java|(23542,411,<658,4>,<669,5>)",type3(),71
"|project://assignment2/data/large/130398.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/10993.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(32924,851,<723,4>,<748,5>)","|project://assignment2/data/large/126904.java|(33911,876,<733,4>,<758,5>)",type3(),82
"|project://assignment2/data/large/6711.java|(2268,3822,<90,4>,<172,5>)","|project://assignment2/data/large/103968.java|(2268,3822,<90,4>,<172,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(50852,390,<1435,4>,<1446,5>)","|project://assignment2/data/large/1109590.java|(2648,388,<76,4>,<87,5>)",type2(),100
"|project://assignment2/data/large/2481579.java|(46760,1409,<1143,8>,<1176,9>)","|project://assignment2/data/large/1966020.java|(40824,1328,<962,8>,<994,9>)",type3(),71
"|project://assignment2/data/large/1802351.java|(38268,1184,<866,4>,<900,5>)","|project://assignment2/data/large/2599719.java|(37083,1184,<830,4>,<864,5>)",type2(),100
"|project://assignment2/data/large/13449.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/32798.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(28200,866,<804,4>,<829,5>)","|project://assignment2/data/large/1109590.java|(47480,407,<1344,4>,<1355,5>)",type3(),76
"|project://assignment2/data/large/1802351.java|(46180,1409,<1108,8>,<1141,9>)","|project://assignment2/data/large/925397.java|(47749,1378,<1121,8>,<1153,9>)",type3(),92
"|project://assignment2/data/large/41662.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/105863.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(9350,487,<252,4>,<265,5>)","|project://assignment2/data/large/1109590.java|(11363,403,<305,4>,<315,5>)",type2(),100
"|project://assignment2/data/large/2430560.java|(33617,868,<735,4>,<760,5>)","|project://assignment2/data/large/2599719.java|(33634,868,<735,4>,<760,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(32774,876,<701,4>,<726,5>)","|project://assignment2/data/large/1098324.java|(32811,868,<712,4>,<737,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(23118,1615,<480,4>,<521,5>)","|project://assignment2/data/large/925397.java|(28689,1667,<578,4>,<620,5>)",type3(),96
"|project://assignment2/data/large/126904.java|(49667,640,<1183,8>,<1200,9>)","|project://assignment2/data/large/2599719.java|(49261,632,<1185,8>,<1202,9>)",type1(),100
"|project://assignment2/data/large/41662.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/14833.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/70893.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/31722.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/48890.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/12148.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(37488,1184,<850,4>,<884,5>)","|project://assignment2/data/large/925397.java|(38502,1245,<846,4>,<880,5>)",type3(),96
"|project://assignment2/data/large/2481579.java|(46760,1409,<1143,8>,<1176,9>)","|project://assignment2/data/large/209298.java|(45496,1428,<1076,8>,<1109,9>)",type1(),100
"|project://assignment2/data/large/2560904.java|(3212,455,<109,4>,<121,5>)","|project://assignment2/data/large/10640.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/19995.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/62894.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/130398.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/57755.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(31909,859,<674,4>,<699,5>)","|project://assignment2/data/large/1966020.java|(33118,851,<724,4>,<749,5>)",type1(),100
"|project://assignment2/data/large/70893.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/41662.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/111245.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/58954.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/2126013.java|(5409,577,<152,4>,<167,5>)","|project://assignment2/data/large/2126013.java|(6839,589,<192,4>,<207,5>)",type3(),81
"|project://assignment2/data/large/1802351.java|(35910,1162,<799,4>,<828,5>)","|project://assignment2/data/large/126904.java|(36208,1170,<797,4>,<826,5>)",type1(),100
"|project://assignment2/data/large/97910.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/104755.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(37160,2571,<892,8>,<957,9>)","|project://assignment2/data/large/2481579.java|(41968,2797,<995,8>,<1069,9>)",type3(),82
"|project://assignment2/data/large/57755.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/75612.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(37488,1184,<850,4>,<884,5>)","|project://assignment2/data/large/209298.java|(36247,1191,<796,4>,<830,5>)",type1(),100
"|project://assignment2/data/large/45886.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/75612.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(40402,1328,<942,8>,<974,9>)","|project://assignment2/data/large/2481579.java|(46760,1409,<1143,8>,<1176,9>)",type3(),71
"|project://assignment2/data/large/57755.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/105863.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(27997,1671,<578,4>,<621,5>)","|project://assignment2/data/large/1098324.java|(26892,1615,<541,4>,<582,5>)",type3(),90
"|project://assignment2/data/large/1966020.java|(14541,2645,<257,4>,<305,5>)","|project://assignment2/data/large/2599719.java|(14309,2639,<245,4>,<293,5>)",type1(),100
"|project://assignment2/data/large/46050.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/105863.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/89548.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/19995.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/101851.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/13449.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/45886.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/105863.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/130814.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/32798.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/105863.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/46050.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(51535,560,<1218,8>,<1232,9>)","|project://assignment2/data/large/209298.java|(49252,520,<1172,8>,<1185,9>)",type1(),100
"|project://assignment2/data/large/130398.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/105863.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(32486,1184,<746,4>,<780,5>)","|project://assignment2/data/large/1802351.java|(37078,1184,<830,4>,<864,5>)",type1(),100
"|project://assignment2/data/large/104755.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/32955.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(48179,1665,<1178,8>,<1219,9>)","|project://assignment2/data/large/2430560.java|(47623,1665,<1145,8>,<1186,9>)",type1(),100
"|project://assignment2/data/large/105863.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/10640.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(32760,851,<708,4>,<733,5>)","|project://assignment2/data/large/925397.java|(34084,859,<724,4>,<749,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(32772,851,<708,4>,<733,5>)","|project://assignment2/data/large/1802351.java|(33629,868,<735,4>,<760,5>)",type3(),82
"|project://assignment2/data/large/1109590.java|(23542,411,<658,4>,<669,5>)","|project://assignment2/data/large/1109590.java|(30558,478,<870,4>,<881,5>)",type3(),75
"|project://assignment2/data/large/1109590.java|(26433,1761,<739,4>,<802,5>)","|project://assignment2/data/large/1109590.java|(11772,387,<317,4>,<327,5>)",type3(),72
"|project://assignment2/data/large/2430560.java|(32760,851,<708,4>,<733,5>)","|project://assignment2/data/large/1098324.java|(31954,851,<685,4>,<710,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(40402,1328,<942,8>,<974,9>)","|project://assignment2/data/large/1098324.java|(45362,1409,<1085,8>,<1118,9>)",type3(),71
"|project://assignment2/data/large/2430560.java|(34491,1401,<762,4>,<797,5>)","|project://assignment2/data/large/925397.java|(35831,1467,<778,4>,<813,5>)",type3(),88
"|project://assignment2/data/large/32955.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/45886.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(49252,520,<1172,8>,<1185,9>)","|project://assignment2/data/large/1560483.java|(45306,517,<1120,8>,<1133,9>)",type1(),100
"|project://assignment2/data/large/23336.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/75612.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/70893.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/130398.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/105863.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/47340.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(17954,2412,<319,4>,<382,5>)","|project://assignment2/data/large/2481579.java|(17603,2434,<322,4>,<388,5>)",type3(),88
"|project://assignment2/data/large/126904.java|(34793,1409,<760,4>,<795,5>)","|project://assignment2/data/large/2430560.java|(34491,1401,<762,4>,<797,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(27710,1615,<564,4>,<605,5>)","|project://assignment2/data/large/209298.java|(26815,1625,<530,4>,<571,5>)",type1(),100
"|project://assignment2/data/large/126904.java|(27952,1625,<562,4>,<603,5>)","|project://assignment2/data/large/1966020.java|(27997,1671,<578,4>,<621,5>)",type3(),90
"|project://assignment2/data/large/70893.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/75612.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/57055.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/32955.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/14833.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/105863.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(37450,1184,<843,4>,<877,5>)","|project://assignment2/data/large/2430560.java|(38256,1184,<866,4>,<900,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(23920,2966,<488,4>,<539,5>)","|project://assignment2/data/large/1802351.java|(24738,2966,<511,4>,<562,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(17564,845,<492,4>,<515,5>)","|project://assignment2/data/large/1109590.java|(14721,378,<409,4>,<419,5>)",type3(),72
"|project://assignment2/data/large/925397.java|(41938,1298,<956,8>,<987,9>)","|project://assignment2/data/large/1560483.java|(35822,1328,<858,8>,<890,9>)",type3(),91
"|project://assignment2/data/large/1109590.java|(31042,401,<883,4>,<894,5>)","|project://assignment2/data/large/1109590.java|(48255,384,<1369,4>,<1380,5>)",type3(),75
"|project://assignment2/data/large/57055.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/100171.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/111245.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/13449.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(29072,496,<831,4>,<842,5>)","|project://assignment2/data/large/1109590.java|(48255,384,<1369,4>,<1380,5>)",type3(),75
"|project://assignment2/data/large/925397.java|(25467,3216,<522,4>,<576,5>)","|project://assignment2/data/large/1802351.java|(24738,2966,<511,4>,<562,5>)",type3(),76
"|project://assignment2/data/large/43963.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/32798.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(22503,418,<628,4>,<639,5>)","|project://assignment2/data/large/1109590.java|(14721,378,<409,4>,<419,5>)",type3(),75
"|project://assignment2/data/large/46050.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/104755.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/126904.java|(50317,520,<1202,8>,<1215,9>)","|project://assignment2/data/large/1966020.java|(50636,517,<1238,8>,<1251,9>)",type1(),100
"|project://assignment2/data/large/925397.java|(45873,878,<1057,8>,<1078,9>)","|project://assignment2/data/large/126904.java|(44691,838,<1041,8>,<1061,9>)",type1(),100
"|project://assignment2/data/large/1098324.java|(20651,3263,<402,4>,<486,5>)","|project://assignment2/data/large/1802351.java|(21432,3300,<424,4>,<509,5>)",type1(),100
"|project://assignment2/data/large/2560904.java|(2841,365,<96,4>,<107,5>)","|project://assignment2/data/large/47340.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(31977,1135,<688,4>,<722,5>)","|project://assignment2/data/large/2430560.java|(31619,1135,<672,4>,<706,5>)",type1(),100
"|project://assignment2/data/large/126904.java|(27952,1625,<562,4>,<603,5>)","|project://assignment2/data/large/2481579.java|(27812,1671,<577,4>,<620,5>)",type3(),90
"|project://assignment2/data/large/1802351.java|(38268,1184,<866,4>,<900,5>)","|project://assignment2/data/large/209298.java|(36247,1191,<796,4>,<830,5>)",type2(),100
"|project://assignment2/data/large/46050.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/45886.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/130398.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/70893.java|(4099,455,<126,4>,<138,5>)",type1(),100
